Fecha,Precio,Cap_de_mercado,24h_Volumen,Volatilidad_a_30_dias
18-06-28,14.029,1599864544.553,41990543.872,0.301
18-06-29,13.887,1583668999.526,64273739.524,0.302
18-06-30,14.361,1637710573.002,53245123.852,0.275
18-07-01,14.459,1648892031.542,57100771.524,0.275
18-07-02,14.109,1608996498.824,38129291.315,0.275
18-07-03,14.543,1658531371.930,48762214.337,0.277
18-07-04,14.075,1605124428.492,46361943.509,0.278
18-07-05,13.923,1587816496.797,35074460.416,0.262
18-07-06,13.347,1522157052.369,41877391.506,0.239
18-07-07,13.195,1504722148.538,37168788.973,0.234
18-07-08,13.938,1589516130.730,87890595.211,0.242
18-07-09,13.688,1561009240.966,65215134.151,0.241
18-07-10,13.095,1493336918.506,40265946.387,0.222
18-07-11,12.720,1450620606.635,43023689.863,0.201
18-07-12,12.569,1433362149.392,46884407.002,0.201
18-07-13,11.958,1363752945.370,32730630.803,0.202
18-07-14,11.976,1365805396.460,36931088.806,0.201
18-07-15,12.055,1374754160.733,25311091.289,0.201
18-07-16,12.190,1390181389.330,36273801.317,0.194
18-07-17,13.187,1503876274.957,46212449.164,0.207
18-07-18,13.692,1561509348.042,72015223.665,0.210
18-07-19,12.775,1252473840.678,76653782.995,0.218
18-07-20,12.560,1231430187.336,46084357.172,0.216
18-07-21,11.763,1153214789.339,42054868.173,0.211
18-07-22,11.805,1157397766.644,33854107.457,0.200
18-07-23,11.683,1145379629.737,26688719.371,0.200
18-07-24,11.725,1149545845.676,33515422.322,0.188
18-07-25,11.995,1175983828.460,50640914.169,0.187
18-07-26,12.776,1252610236.381,79858448.629,0.194
18-07-27,13.262,1300183482.543,74122593.040,0.198
18-07-28,13.599,1333273550.954,76658494.512,0.200
18-07-29,14.337,1405648474.076,87767922.398,0.204
18-07-30,13.956,1368299938.627,61644332.526,0.206
18-07-31,13.213,1295448185.668,36421565.291,0.211
18-08-01,13.742,1347243331.191,72356815.218,0.213
18-08-02,13.585,1331900269.260,54237393.088,0.211
18-08-03,14.172,1389400539.034,53876934.117,0.215
18-08-04,14.089,1381330641.435,68449024.485,0.211
18-08-05,13.840,1356891850.638,61509915.398,0.211
18-08-06,13.647,1337921085.756,43738797.295,0.204
18-08-07,13.685,1341686869.211,48481735.553,0.203
18-08-08,13.087,1283100271.164,40384597.294,0.203
18-08-09,12.114,1187632193.434,51791453.273,0.215
18-08-10,12.798,1254769536.294,41797871.880,0.222
18-08-11,12.114,1187631953.476,36171939.487,0.223
18-08-12,11.618,1139057974.730,27714638.268,0.227
18-08-13,11.695,1146580999.538,24651529.866,0.227
18-08-14,10.179,997924239.295,31812864.010,0.261
18-08-15,9.449,926411943.955,36224247.499,0.253
18-08-16,9.418,921186428.837,41585566.502,0.248
18-08-17,9.731,953850715.213,22594540.310,0.245
18-08-18,10.751,1053876485.824,33555593.865,0.270
18-08-19,9.861,966874895.009,25656187.348,0.275
18-08-20,10.125,992587084.751,22197746.023,0.277
18-08-21,9.625,943693188.206,16787875.721,0.280
